1,-1.13,-13.65,0.62,-1.33,-3.82,-4.79,-10.59
1,-1.34,-15.12,0.62,-3.79,-2.72,-6.20,-9.82
1,-1.02,-14.00,0.62,-4.32,-2.21,-5.21,-8.07
1,-1.00,-13.74,0.61,-3.51,2.08,-5.58,-3.84
1,-0.70,-13.83,0.61,-0.87,2.28,2.83,2.58
1,-1.80,-13.57,0.60,1.30,-11.43,3.44,-7.37
1,-2.06,-14.22,0.63,-2.81,-4.13,0.14,-10.19
1,-2.08,-13.88,0.63,-2.44,-4.15,-8.73,-10.84
1,-2.64,-13.85,0.63,-3.03,-4.05,-10.40,-11.07
1,-3.38,-14.33,0.61,-0.43,-0.50,1.82,-4.04
1,-3.19,-14.25,0.62,-7.07,-0.38,3.66,-7.57
1,-3.60,-14.16,0.62,-7.31,0.13,2.20,-8.92
1,-3.39,-13.51,0.63,-0.68,-4.78,-6.74,-11.19
1,-3.57,-14.02,0.61,-0.97,-0.76,2.38,-1.56
1,-2.23,-13.91,0.60,2.57,-6.74,1.84,-0.08
1,-2.59,-12.85,0.60,-0.11,-2.00,2.57,-2.37
1,-3.38,-11.16,0.62,-6.51,-3.89,3.29,-7.57
1,-3.61,-9.98,0.62,-6.73,-6.94,4.70,-7.75
1,-4.84,-9.79,0.60,-6.16,-3.53,1.58,-10.78
1,-4.16,-8.72,0.61,-6.62,-5.12,5.75,-10.42
1,-4.43,-7.58,0.60,-6.56,-5.15,4.39,-6.91
1,-4.99,-9.14,0.61,-9.45,-9.35,8.39,-8.49
1,-4.77,-8.75,0.61,-7.63,-9.12,9.49,-7.10
1,-4.37,-8.64,0.61,-8.48,-8.93,7.48,-7.59
1,-4.50,-9.42,0.61,-7.22,-9.40,10.60,-8.12
1,-4.03,-9.88,0.61,-8.03,-9.15,7.93,-7.88
1,-3.17,-8.93,0.61,-8.43,-9.77,7.66,-7.60
1,-2.00,-9.11,0.60,-8.26,-9.90,7.90,-7.30
1,-1.62,-8.65,0.60,-8.68,-10.06,7.84,-6.63
1,-1.16,-9.36,0.60,-7.73,-10.61,7.45,-7.48
